id,token
194,"Bu"
195,"tecrubenin"
196,"oyrenilmesi"
197,","
198,"KIV-de"
199,"yayimlanaraq"
200,"diger"
201,"bolgelerde"
202,"tetbiqi"
203,"musbet"
204,"hal"
205,"ola"
206,"biler"
207,"."
208,"Resmi"
209,"Kreml"
210,"polis"
211,"istintaqi"
212,"ile"
213,"emekdasliq"
214,"etmeye"
215,"hazir"
216,"oldugunu"
217,"soyleyib"
218,"."
219,"Ilahiciler"
220,"Izrahyanin"
221,"rehberliyi"
222,"altinda"
223,"terennum"
224,"etdi"
225,"."
226,"Bunun"
227,"ucun"
228,"bos-bos"
229,"terifdense"
230,"onun"
231,"poeziyasindan"
232,"sohbet"
233,"acmagi"
234,"daha"
235,"ustun"
236,"tutdum"
237,"."
238,"Bunlari"
239,"nezere"
240,"alan"
241,"1001"
242,"dad"
243,"sayti"
244,"sizlere"
245,"“"
246,"Ispanaqli"
247,"yumurta"
248,"”"
249,"terifini"
250,"teqdim"
251,"edir"
252,"."
253,"Allahiniz"
254,"Rebbin"
255,"firona"
256,"ve"
257,"butun"
258,"Misirlilere"
259,"ne"
260,"etdiyini"
261,"xatirlayin"
262,"."
263,"Men"
264,"esasen"
265,"layihe"
266,"metodikasina"
267,"ustunluk"
268,"verir"
269,","
270,"interaktiv"
271,"telim"
272,"usullarindan"
273,"istifade"
274,"edirem"
275,"."
276,"O"
277,"uc"
278,"kisi"
279,"qadina"
280,"teref"
281,"qacdi"
282,"."
283,"Bu"
284,"“"
285,"qlobal"
286,"”"
287,"her"
288,"nedise"
289,"ele"
290,"deyesen"
291,"Amerikanin"
292,"tekelindedir"
293,"."
294,"Bele"
295,"olarsa"
296,","
297,"bu"
298,"quluna"
299,"xeyirxahliq"
300,"et"
301,","
302,"cunki"
303,"qulunu"
304,"ozunle"
305,"Rebbin"
306,"ehdine"
307,"saldin"
308,"."
309,"Odu"
310,"ki"
311,","
312,"ozunden"
313,"asili"
314,"olmadan"
315,","
316,"heyecanla"
317,":"
318,"«"
319,"Isteyirem"
320,"bu"
321,"imaretde"
322,"sen"
323,"yasayasan"
324,"!"
325,"Bu"
326,"qanunvericilik"
327,"aktlari"
328,"vetendaslarla"
329,"dovlet"
330,"arasinda"
331,"munasibetleri"
332,"tenzimleyirdi"
333,"."
334,"Allah"
335,"insani"
336,"yaradanda"
337,"onu"
338,"Oz"
339,"benzerine"
340,"gore"
341,"yaratdi"
342,"."
343,"Emorlulardan"
344,"sag"
345,"qalan"
346,"bir"
347,"xalq"
348,"idi"
349,"ki"
350,","
351,"Israilliler"
352,"onlari"
353,"sag"
354,"buraxacaqlarina"
355,"and"
356,"icmisdiler"
357,"."
358,"Imtahan"
359,"kecirileceyi"
360,"mekan"
361,"ve"
362,"imtahanin"
363,"baslayacagi"
364,"vaxt"
365,"barede"
366,"etrafli"
367,"melumatin"
368,"eks"
369,"olundugu"
370,"cedvel"
371,"imtahan"
372,"tarixinden"
373,"4"
374,"hefte"
375,"evvel"
376,"size"
377,"gonderilecekdir"
378,"."
379,"Yehoaxaz"
380,"Misire"
381,"gelib"
382,"orada"
383,"oldu"
384,"."
385,"Oten"
386,"rub"
387,"erzinde"
388,"seherin"
389,"kucelerine"
390,"kanalizasiya"
391,"ve"
392,"su"
393,"xetleri"
394,"cekilisi"
395,"davam"
396,"etdirilmisdir"
397,"."
398,"Qonaq"
399,"oz"
400,"minnetdarligini"
401,"bildirerek"
402,","
403,"bu"
404,"fexri"
405,"adin"
406,"onun"
407,"ucun"
408,"boyuk"
409,"seref"
410,"oldugunu"
411,"bildirdi"
412,"."
413,"Onlar"
414,"her"
415,"iki"
416,"terefi"
417,"aynabendli"
418,"otaqlarda"
419,","
420,"divarlari"
421,"seliqe"
422,"ile"
423,"renglenmis"
424,","
425,"heyet-bacasi"
426,"genis"
427,"olan"
428,"binalarda"
429,"yasamagi"
430,"ustun"
431,"tutmuslar"
432,"."
433,"Bu"
434,"bosluqlar"
435,"sistemin"
436,"ve"
437,"sebekenin"
438,"hucuma"
439,"hessas"
440,"olmasi"
441,"ve"
442,"xakerlerin"
443,"sistemi"
444,"dagitmasi"
445,"ile"
446,"neticelene"
447,"biler"
448,"."
449,"Biz"
450,"bu"
451,"tedbirde"
452,"bir"
453,"teskilat"
454,"olaraq"
455,"Dagliq"
456,"Qarabag"
457,"probleminin"
458,"yalniz"
459,"Azerbaycanin"
460,"deyil"
461,","
462,"butun"
463,"turk"
464,"dunyasinin"
465,"ortaq"
466,"problemi"
467,"oldugunu"
468,"one"
469,"cekmisik"
470,"."
471,"Asagidaki"
472,"numuneler"
473,"bu"
474,"cehetden"
475,"xarakterik"
476,"sayila"
477,"biler"
478,":"
479,"Bele"
480,"olmazsa"
481,","
482,"qoy"
483,"yabani"
484,"goyemden"
485,"alov"
486,"cixsin"
487,"ve"
488,"Livanin"
489,"sidr"
490,"agaclarini"
491,"yandirib-yaxsin"
492,"”"
493,"."
494,"Onlari"
495,"milletler"
496,"arasina"
497,"yaydim"
498,","
499,"olkeler"
500,"arasina"
501,"sepelendiler"
502,"."
503,"Lakin"
504,"niyyetlerine"
505,"cata"
506,"bilmirler"
507,","
508,"cunki"
509,"ser"
510,"atirlar"
511,","
512,"haqsizdirlar"
513,"."
514,"Qeyd"
515,"olunmusdur"
516,"ki"
517,","
518,"Azerbaycan"
519,"prezidenti"
520,"cenab"
521,"Ilham"
522,"Eliyevin"
523,"dunya"
524,"Azerbaycanlilarinin"
525,"III"
526,"Qurultayindaki"
527,"cixisinda"
528,"diplomatik"
529,"numayendeliklerle"
530,"diaspora"
531,"teskilatlarinin"
532,"birge"
533,"fealiyyeti"
534,"ile"
535,"bagli"
536,"verdiyi"
537,"tovsiyyelerden"
538,"sonra"
539,"bu"
540,"istiqametde"
541,"xususi"
542,"aktivlik"
543,"musahide"
544,"olunmaqdadir"
545,"."
546,"Dogulan"
547,"nevesine"
548,"adini"
549,"vermediklerine"
550,"gore"
551,"gelini"
552,"ile"
553,"qanli"
554,"bicaqli"
555,"olan"
556,"qaynana"
557,"numuneleri"
558,"de"
559,"rastimiza"
560,"cixir"
561,"."
562,"Ancaq"
563,"bu"
564,","
565,"yaradiciligima"
566,","
567,"dostlarima"
568,"munasibeti"
569,"deyisibmi"
570,"?"
571,"Tunc"
572,"dovrune"
573,"aid"
574,"II"
575,"Kultepe"
576,"yasayis"
577,"yerinden"
578,"el"
579,"ile"
580,","
581,"qismen"
582,"de"
583,"dulus"
584,"carxinda"
585,"hazirlanmis"
586,"muxtelif"
587,"formali"
588,"sade"
589,","
590,"hendesi"
591,"ve"
592,"nebati"
593,"naxislar"
594,","
595,"insan"
596,","
597,"qus"
598,"ve"
599,"heyvan"
600,"tesvirleri"
601,"ile"
602,"bezedilmis"
603,"boyali"
604,"qab-qacaq"
605,"("
606,"kup"
607,","
608,"kupe"
609,","
610,"kasa"
611,","
612,"badya"
613,","
614,"colmek"
615,","
616,"vaza"
617,","
618,"ciraq"
619,"ve"
620,"s"
621,"."
622,")"
623,"melumdur"
624,"."
625,"O"
626,","
627,"cayi"
628,"da"
629,"acgozlukle"
630,"icib"
631,"yene"
632,"dua"
633,"eledi"
634,"."
635,"Bu"
636,"tesebbuse"
637,"agsaqqal"
638,"memarimiz"
639,"Elibey"
640,"Novruzi"
641,"de"
642,"tekan"
643,"verdi"
644,"."
645,"Indi"
646,"ne"
647,"ucun"
648,"uca"
649,"sesle"
650,"cagirirsan"
651,"?"
652,"Bele"
653,"ki"
654,","
655,"o"
656,"Azerbaycanda"
657,"ilk"
658,"IP"
659,"telefoniya"
660,"layihesi"
661,"olan"
662,"“"
663,"Phone"
664,"to"
665,"Phone"
666,"”"
667,","
668,"avtomatlasdirilmis"
669,"novbe"
670,"sistemi"
671,"“"
672,"MyQUEUE"
673,"”"
674,","
675,"kabel"
676,"televiziyasi"
677,"ve"
678,"internet"
679,"provayder"
680,"xidmetleri"
681,"ucun"
682,"avtomatlasdirilmis"
683,"odenis"
684,"sistemi"
685,"olan"
686,"“"
687,"A"
688,"–"
689,"Billing"
690,"”"
691,"kimi"
692,"startaplari"
693,"tesis"
694,"edib"
695,"."
696,"Eger"
697,"aktivin"
698,"berpa"
699,"edile"
700,"bilen"
701,"deyeri"
702,"onun"
703,"balans"
704,"deyerinden"
705,"kicikdirse"
706,","
707,"o"
708,"halda"
709,"qiymetdendusme"
710,"zereri"
711,"taninmalidir"
712,"."
713,"Cunki"
714,"Rebb"
715,"yer"
716,"uzunde"
717,"hokmunu"
718,"Tam"
719,"ve"
720,"tez"
721,"yerine"
722,"yetirecek"
723,"."
724,"Eger"
725,"bir"
726,"sey"
727,"goturseniz"
728,","
729,"onda"
730,"siz"
731,"de"
732,"mehv"
733,"edilmeye"
734,"hesr"
735,"olunacaqsiniz"
736,"ve"
737,"bununla"
738,"da"
739,"Israil"
740,"ordugahini"
741,"mehv"
742,"edilmeye"
743,"hesr"
744,"etmekle"
745,"belaya"
746,"salarsiniz"
747,"."
748,"Merkezlesdirilmis"
749,"qaydada"
750,"attestat"
751,"imtahani"
752,"veren"
753,"mektebliye"
754,"ise"
755,"8"
756,"fenni"
757,"ehate"
758,"eden"
759,"suallar"
760,"tedqim"
761,"edilir"
762,"."
763,"Misal"
764,"olaraq"
765,"sabit"
766,"elektrik"
767,"cereyanini"
768,"nezerden"
769,"kecirek"
770,"."
771,"Ingilis"
772,"dilinizi"
773,"inkisaf"
774,"etdirmek"
775,"ucun"
776,"bizim"
777,"odenissiz"
778,"aciq"
779,"onlayn"
780,"kurslara"
781,"qosulun"
782,"."
783,"her"
784,"bir"
785,"seyi"
786,","
787,"hetta"
788,"eyvanlarin"
789,"her"
790,"penceresinden"
791,"iceri"
792,"dolan"
793,"isigin"
794,"dusme"
795,"derecesini"
796,"bele"
797,"hesablayirdilar"
798,"."
799,"E"
800,"saitinin"
801,"dusmesi"
802,":"
803,"nec"
804,"("
805,"nece"
806,")"
807,":"
808,"Bir"
809,"miras"
810,"sorayim"
811,","
812,"miras"
813,"deqirman"
814,","
815,"Asixlarin"
816,"sadix"
817,"yari"
818,"nec"
819,"olmis"
820,"("
821,"A"
822,"."
823,"M"
824,"."
825,"Sefili"
826,")"
827,"."
828,"Inkisaf"
829,"etmis"
830,"olkelerde"
831,"siyasetciler"
832,"mutexessislerin"
833,"("
834,"aydinlarin"
835,","
836,"alimlerin"
837,","
838,"tedqiqatcilarin"
839,"ve"
840,"s"
841,"."
842,")"
843,"fikirlerini"
844,"oyrenerek"
845,"suarlar"
846,"mueyyenlesdirirler"
847,"."
848,"Indi"
849,"bele"
850,"bir"
851,"fakti"
852,"subuta"
853,"yetirmeye"
854,"luzum"
855,"yoxdur"
856,"ki"
857,","
858,"tereqqi"
859,"ve"
860,"medeniyyet"
861,"muxtelif"
862,"mustevilerden"
863,"qiymetlendirilen"
864,","
865,"muxtelif"
866,"cur"
867,"derk"
868,"edilen"
869,"hadiselerdir"
870,"."
871,"Umumserq"
872,"medeniyyetinin"
873,"terkib"
874,"hissesine"
875,"daxil"
876,"olan"
877,"Azerbaycan"
878,"edebiyyati"
879,"incileri"
880,"qedim"
881,"cagin"
882,"butun"
883,"ozelliklerini"
884,"ozunde"
885,"eks"
886,"etdirir"
887,","
888,"elece"
889,"de"
890,"beseri"
891,"movzulari"
892,"ilk"
893,"olaraq"
894,"edebiyyata"
895,"getirir"
896,"."
897,"Xatirimden"
898,"cixarmi"
899,","
900,"Bu"
901,"boyuk"
902,"xidmetiniz"
903,"?"
904,"Dovlet"
905,"Statistika"
906,"Komitesinin"
907,"sedri"
908,"Tahir"
909,"Budaqov"
910,"gorulen"
911,"isler"
912,"ve"
913,"binada"
914,"yaradilan"
915,"serait"
916,"barede"
917,"Prezident"
918,"Ilham"
919,"Eliyeve"
920,"melumat"
921,"verdi"
922,"."
923,"2011-ci"
924,"ilde"
925,"CDU-de"
926,"bakalavr"
927,"ve"
928,"magistr"
929,"pillesinde"
930,"tehsil"
931,"alan"
932,"telebelerin"
933,"sayi"
934,"texminen"
935,"32,000"
936,"catmisdir"
937,"."
938,"Esirlikden"
939,"qurtulub"
940,"sag"
941,"qalan"
942,"bir"
943,"nece"
944,"adami"
945,"Allahimiz"
946,"bizim"
947,"ucun"
948,"saxladi"
949,"."
950,"Sonra"
951,"gozlerini"
952,"yere"
953,"dikib"
954,":"
955,"Bu"
956,"menim"
957,"mahnim"
958,"deyil"
959,"-"
960,"dedi"
961,"."
962,"Ali"
963,"Mehkemenin"
964,"sedri"
965,"Ramiz"
966,"Rzayev"
967,"bildirmisdir"
968,"ki"
969,","
970,"gorusun"
971,"esas"
972,"meqsedi"
973,"Ali"
974,"Mehkemenin"
975,"2015-ci"
976,"ilde"
977,"fealiyyeti"
978,"haqqinda"
979,"dolgun"
980,"tesevvur"
981,"yaratmaqdan"
982,","
983,"bu"
984,"barede"
985,"ictimaiyyete"
986,"daha"
987,"genis"
988,"melumat"
989,"vermekden"
990,","
991,"edalet"
992,"muhakimesine"
993,"inami"
994,"artirmaqdan"
995,"ibaretdir"
996,"."
997,"Rebb"
998,"milletlerin"
999,"meslehetini"
1000,"puc"
1001,"eder"
1002,","
1003,"Xalqlarin"
1004,"meqsedini"
1005,"hec"
1006,"eder"
1007,"."
1008,"Bu"
1009,"meqamda"
1010,"anlamaga"
1011,"baslayirsan"
1012,"–"
1013,"qarsimizdaki"
1014,"Mehriban"
1015,"Anadir"
1016,"."
1017,"Lakin"
1018,"biz"
1019,"bu"
1020,"imkanlardan"
1021,"istifade"
1022,"etmekle"
1023,"yeni"
1024,"serait"
1025,"yaratmaliyiq"
1026,"."
1027,"Fevralin"
1028,"14-de"
1029,"Azerbaycan"
1030,"Milli"
1031,"Elmler"
1032,"Akademiyasi"
1033,"("
1034,"AMEA"
1035,")"
1036,"Reyaset"
1037,"Heyetinin"
1038,"novbeti"
1039,"iclasi"
1040,"kecirilib"
1041,"."
1042,"Bu"
1043,"bir"
1044,"tebii"
1045,"qaydadir"
1046,"."
1047,"."
1048,"."
1049,"turkcemizin"
1050,"bu"
1051,"zamane"
1052,","
1053,"bu"
1054,"caga"
1055,"qeder"
1056,"yungul"
1057,"bir"
1058,"elifbasi"
1059,","
1060,"mezbut"
1061,"bir"
1062,"qayda"
1063,"ve"
1064,"imlasi"
1065,"olmamagi"
1066,"ancaq"
1067,"oz"
1068,"dilimizi"
1069,"beyenmemek"
1070,"cehaletindendir"
1071,"["
1072,"59"
1073,","
1074,"s"
1075,"."
1076,"Bil"
1077,"ve"
1078,"yeqin"
1079,"et"
1080,"ki"
1081,","
1082,"deyanet"
1083,"olmayan"
1084,"kesde"
1085,"etibar"
1086,"ve"
1087,"sedaqet"
1088,"olmaz"
1089,"."
1090,"Konfransda"
1091,"Akademiyanin"
1092,"Elm"
1093,"ve"
1094,"yaradiciliq"
1095,"isleri"
1096,"uzre"
1097,"prorektoru"
1098,","
1099,"emekdar"
1100,"incesenet"
1101,"xadimi"
1102,","
1103,"professor"
1104,"Sonaxanim"
1105,"Ibrahimova"
1106,"Akademiya"
1107,"haqqinda"
1108,","
1109,"onun"
1110,"fealiyyeti"
1111,"ve"
1112,"“"
1113,"Multikulturalizm"
1114,"ili"
1115,"”"
1116,"cercivesinde"
1117,"gorulen"
1118,"isler"
1119,"barede"
1120,"melumat"
1121,"verdi"
1122,"."
1123,"Meskenlerimize"
1124,"kim"
1125,"girer"
1126,"?"
1127,"”"
1128,"Rebb"
1129,"beyan"
1130,"edir"
1131,":"
1132,"“"
1133,"Men"
1134,"sizi"
1135,"emellerinizin"
1136,"Behresine"
1137,"gore"
1138,"cezalandiracagam"
1139,"."
1140,"Muzakire"
1141,"forumlari"
1142,","
1143,"emekdasliq"
1144,"fealiyyeti"
1145,","
1146,"habele"
1147,"elave"
1148,"kenar"
1149,"link"
1150,"ve"
1151,"resurslardan"
1152,"ibaret"
1153,"bu"
1154,"kurs"
1155,","
1156,"“"
1157,"Virtual"
1158,"Learning"
1159,"Environment"
1160,"("
1161,"VLE"
1162,"–"
1163,"virtual"
1164,"oyrenme"
1165,"muhiti"
1166,")"
1167,"Moodle"
1168,"”"
1169,"sistemi"
1170,"vasitesile"
1171,"tamamile"
1172,"onlayn"
1173,"rejimde"
1174,"kecirilir"
1175,"."
1176,"Manna"
1177,"("
1178,"e"
1179,"."
1180,"e"
1181,"."
1182,"IX"
1183,"esr"
1184,")"
1185,","
1186,"Midiya"
1187,"("
1188,"e"
1189,"."
1190,"e"
1191,"."
1192,"VI"
1193,"esr"
1194,")"
1195,","
1196,"Atropatena"
1197,"ve"
1198,"Albaniya"
1199,"("
1200,"III-V"
1201,"esrler"
1202,")"
1203,"dovletlerinin"
1204,"yaranmasi"
1205,"ve"
1206,"inkisafi"
1207,","
1208,"xristianligin"
1209,"yayilmasi"
1210,"ve"
1211,"V"
1212,"esrde"
1213,"alban"
1214,"elifbasinin"
1215,"yaranmasi"
1216,","
1217,"Ereb"
1218,"Xilafetinin"
1219,"terkibine"
1220,"daxil"
1221,"edilmesi"
1222,"ve"
1223,"islam"
1224,"dininin"
1225,"yayilmasi"
1226,"("
1227,"VIII"
1228,"esr"
1229,")"
1230,","
1231,"Qaraqoyunlular"
1232,","
1233,"Agqoyunlular"
1234,","
1235,"Sefeviler"
1236,"dovletlerinin"
1237,"bir-birini"
1238,"evez"
1239,"etmesi"
1240,"bu"
1241,"tarixin"
1242,"qedim"
1243,"sehifeleridir"
1244,"."
1245,"Bu"
1246,","
1247,"imtahan"
1248,"verdiyiniz"
1249,"merkezden"
1250,"asilidir"
1251,"."
1252,"Rebb"
1253,"Musa"
1254,"ve"
1255,"Haruna"
1256,"nece"
1257,"emr"
1258,"etmisdise"
1259,","
1260,"onlar"
1261,"da"
1262,"ele"
1263,"etdiler"
1264,":"
1265,"fironun"
1266,"ve"
1267,"onun"
1268,"eyanlarinin"
1269,"qarsisinda"
1270,"Harun"
1271,"esasini"
1272,"qaldirdi"
1273,"ve"
1274,"caydaki"
1275,"suya"
1276,"vurdu"
1277,"."
1278,"Azerbaycan"
1279,"Prezidentinin"
1280,"ictimai-siyasi"
1281,"meseleler"
1282,"uzre"
1283,"komekcisi"
1284,"Eli"
1285,"Hesenov"
1286,"cixis"
1287,"ederek"
1288,"AAK-in"
1289,"fealiyyeti"
1290,"barede"
1291,"fikirlerini"
1292,"bildirdi"
1293,","
1294,"qurultayin"
1295,"isine"
1296,"ugurlar"
1297,"arzuladi"
1298,"."
1299,"Latin"
1300,"Amerikasi"
1301,","
1302,"Avropa"
1303,"ve"
1304,"Asiyadan"
1305,"olan"
1306,"10"
1307,"taninmis"
1308,"heykelterasin"
1309,"devet"
1310,"olundugu"
1311,"simpoziumun"
1312,"esas"
1313,"meqsedi"
1314,"yerli"
1315,"tebii"
1316,"daslardan"
1317,"."
1318,"."
1319,"."
1320,"Lakin"
1321,"Makhunikde"
1322,"yasamis"
1323,"insanlarin"
1324,"1"
1325,"metr"
1326,"boyunda"
1327,"olmasi"
1328,"iddialari"
1329,"yeniden"
1330,"davam"
1331,"edib"
1332,"."
1333,"Aserin"
1334,"Serah"
1335,"adinda"
1336,"bir"
1337,"qizi"
1338,"var"
1339,"idi"
1340,"."
1341,"Bunlar"
1342,"istilik"
1343,"yaradan"
1344,"qazlardir"
1345,"."
1346,"“"
1347,"Qaracala"
1348,"”"
1349,"komandasi"
1350,"ile"
1351,"Salyan"
1352,"rayonu"
1353,"“"
1354,"Qarabagli"
1355,"”"
1356,"komandalari"
1357,"arasinda"
1358,"yoldasliq"
1359,"oyunlari"
1360,"teskil"
1361,"olundu"
1362,"."
1363,"Orada"
1364,"istedadli"
1365,"usaqlar"
1366,"azdir"
1367,","
1368,"amma"
1369,"isguzardirlar"
1370,"."
1371,"*"
1372,"Teqriben"
1373,"8-10"
1374,"eded"
1375,"kicik"
1376,"kunde"
1377,"hazirlayin"
1378,","
1379,"onlari"
1380,"duzeldib"
1381,"qurtardiqdan"
1382,"sonra"
1383,"yeniden"
1384,"kundeleyin"
1385,"."
1386,"Nevat"
1387,"oglu"
1388,"Yarovam"
1389,"bunu"
1390,"esitdiyi"
1391,"zaman"
1392,"padsah"
1393,"Suleymanin"
1394,"elinden"
1395,"qacdigi"
1396,"Misirden"
1397,"oraya"
1398,"qayitdi"
1399,"."
1400,"Qalan"
1401,"hisse"
1402,"ise"
1403,"vereqin"
1404,"ardi"
1405,"olan"
1406,"o"
1407,"biri"
1408,"hissede"
1409,"olur"
1410,"."
1411,"Sehid"
1412,"esgerimizin"
1413,"cibinden"
1414,"sevgilisine"
1415,"yazdigi"
1416,"seir"
1417,"tapilib"
1418,"-"
1419,"SEIRI"
1420,"OXUYUN"
1421,"!"
1422,"Eger"
1423,"aranizdaki"
1424,"ixtilaflara"
1425,"son"
1426,"qoysaniz"
1427,","
1428,"yalniz"
1429,"seherlerinizi"
1430,"ve"
1431,"olkelerinizi"
1432,"qorumaq"
1433,"ucun"
1434,"lazim"
1435,"olan"
1436,"miqdardan"
1437,"savayi"
1438,","
1439,"coxlu"
1440,"qosunlara"
1441,"ehtiyaciniz"
1442,"qalmaz"
1443,"."
1444,"Yeni"
1445,"il"
1446,"erefesi"
1447,"her"
1448,"bir"
1449,"ali"
1450,"mektebde"
1451,"muxtlif"
1452,"parlaq"
1453,"tedbirler"
1454,"zamanidir"
1455,"."
1456,"Bu"
1457,","
1458,"sizin"
1459,"nailiyyetiniz"
1460,"deyil"
1461,","
1462,"Allahin"
1463,"hediyyesidir"
1464,"."
1465,"Bele"
1466,"ki"
1467,"saleh"
1468,"olan"
1469,"Habilin"
1470,"qanindan"
1471,"tutmus"
1472,"mebedle"
1473,"qurbangahin"
1474,"arasinda"
1475,"oldurduyunuz"
1476,"Berekya"
1477,"oglu"
1478,"Zekeriyyenin"
1479,"qanina"
1480,"qeder"
1481,"yer"
1482,"uzunde"
1483,"tokulen"
1484,"butun"
1485,"saleh"
1486,"adamlarin"
1487,"qani"
1488,"ucun"
1489,"mesuliyyet"
1490,"dasiyasiniz"
1491,"."
1492,"Irad"
1493,"tutdular"
1494,"ki"
1495,","
1496,"filmin"
1497,"yarisini"
1498,"usagi"
1499,"cekmisiz"
1500,"."
1501,"Onlar"
1502,"burada"
1503,"gorduklerinden"
1504,"ve"
1505,"esitdiklerinden"
1506,"memnun"
1507,"olduqlarini"
1508,"bildirdiler"
1509,"."
1510,"Soz"
1511,"dinlemedi"
1512,","
1513,"ibret"
1514,"dersi"
1515,"almadi"
1516,","
1517,"Rebbe"
1518,"guvenmedi"
1519,","
1520,"Allahina"
1521,"yaxinlasmadi"
1522,"."
1523,"Death"
1524,"metal"
1525,"Qerbde"
1526,"komunizme"
1527,"qarsi"
1528,"formalasan"
1529,"hirsli"
1530,"tezyiq"
1531,"duvrunde"
1532,"bu"
1533,"musiqi"
1534,","
1535,"nihilist"
1536,"bir"
1537,"ideya"
1538,"ya"
1539,"da"
1540,"inanca"
1541,"qarsi"
1542,"bir"
1543,"tezyiq"
1544,"idi"
1545,"."
1546,"“"
1547,"Her"
1548,"millet"
1549,"oz"
1550,"muqedderatini"
1551,"ozu"
1552,"hell"
1553,"etmeye"
1554,"selahiyyetdardir"
1555,"”"
1556,"dusturunu"
1557,"xalqin"
1558,"umumi"
1559,"reyine"
1560,"uyaraq"
1561,"istiqlalini"
1562,"elan"
1563,"edirdi"
1564,"."
1565,"Bir"
1566,"nece"
1567,"saat"
1568,"evvel"
1569,"hadiselere"
1570,"etinasiz"
1571,"yanasan"
1572,","
1573,"yeddi"
1574,"yasli"
1575,","
1576,"hele"
1577,"agzindan"
1578,"sud"
1579,"iyi"
1580,"gelen"
1581,"bu"
1582,"usaq"
1583,","
1584,"zaman"
1585,"kecdikce"
1586,"bunun"
1587,"yaxsi"
1588,"seye"
1589,"oxsamadigini"
1590,"ve"
1591,"ne"
1592,"ise"
1593,"bu"
1594,"seherin"
1595,"ozuyle"
1596,"beraber"
1597,"bir"
1598,"felaket"
1599,"getirdiyini"
1600,"duyurdu"
1601,","
1602,"anlayirdi"
1603,"."
1604,"Sertifikasiya"
1605,"imtahaninin"
1606,"suallari"
1607,"bilavasite"
1608,"imtahan"
1609,"baslamazdan"
1610,"evvel"
1611,"askarliq"
1612,"seraitinde"
1613,"umumi"
1614,"suallar"
1615,"toplusundan"
1616,"secilir"
1617,"ve"
1618,"2"
1619,"("
1620,"iki"
1621,")"
1622,"muxtelif"
1623,"variantda"
1624,"hazirlanir"
1625,"."
1626,"3.2.1"
